0.55249,0.56858,0.55883,0.58295,0.54345,0.69052,0.65016,0.7292,0.57014,0.53487,0.53807,0.56751,0.5592,0.51394,0.51682,0.53977,0.57364,0.61517,0.62211,0.47486,0.58322,0.72153,0.72394,0.64566,0.5459,0.56085,0.60719,0.52655,0.58364,0.57068,0.64308,0.5702,0.58214,0.61566,0.51678,0.47505,0.60178,0.73238,0.70063,0.68136,0.57025,0.53267,0.54349,0.53136,0.56678,0.5355,0.54956,0.52326
0.44345,0.54289,0.48828,0.47609,0.64636,0.79643,0.72214,0.6957,0.52376,0.47462,0.511,0.49713,0.52718,0.47191,0.49702,0.47352,0.49071,0.53273,0.53615,0.52212,0.79364,0.81139,0.82493,0.85475,0.53746,0.51524,0.5286,0.52024,0.56052,0.5017,0.53671,0.50826,0.43179,0.54019,0.44655,0.4714,0.77186,0.8284,0.77031,0.78226,0.53942,0.51555,0.53473,0.52864,0.54617,0.50622,0.53082,0.52184
0.51755,0.36366,0.52822,0.5365,0.69294,0.90614,0.8788,0.86357,0.59983,0.53441,0.49782,0.51838,0.58863,0.53925,0.55268,0.53427,0.54027,0.49498,0.51069,0.50344,0.67435,0.81008,0.85453,0.85322,0.54543,0.50723,0.48787,0.48044,0.54752,0.51674,0.45403,0.49908,0.51239,0.47599,0.58276,0.52069,0.71192,0.88421,0.8528,0.8663,0.59657,0.54673,0.50623,0.51706,0.58594,0.54575,0.50715,0.53059
0.62592,0.52099,0.55159,0.5347,0.65966,0.79028,0.74161,0.82107,0.57606,0.55191,0.56962,0.5571,0.53966,0.53416,0.55487,0.53487,0.55041,0.47008,0.52161,0.50795,0.65171,0.76237,0.68398,0.83197,0.55892,0.53762,0.52474,0.55759,0.55509,0.49753,0.5226,0.54276,0.61996,0.43973,0.49355,0.50052,0.64844,0.7845,0.70723,0.83064,0.58495,0.53401,0.53955,0.57607,0.5714,0.4936,0.53517,0.56466
0.57089,0.35323,0.43734,0.55238,0.69008,0.89787,0.78364,0.819,0.5702,0.47673,0.56517,0.58449,0.58233,0.43508,0.52805,0.57881,0.55705,0.45236,0.43625,0.47952,0.75764,0.90777,0.76556,0.87553,0.54876,0.57416,0.5384,0.64852,0.51871,0.52643,0.51955,0.6011,0.57071,0.44464,0.49159,0.5351,0.77441,0.90492,0.83055,0.89171,0.58784,0.52733,0.57365,0.61907,0.5689,0.4917,0.5545,0.60182
0.69039,0.51712,0.48937,0.41442,0.7168,0.82642,0.86933,0.88379,0.61042,0.52953,0.56651,0.58045,0.57724,0.5505,0.54131,0.53296,0.56628,0.62162,0.53538,0.57378,0.77084,0.80653,0.77809,0.85347,0.57933,0.51949,0.46244,0.5178,0.54557,0.52458,0.46108,0.54412,0.64237,0.57482,0.47586,0.50561,0.79554,0.85467,0.85771,0.89603,0.61503,0.5325,0.52744,0.55924,0.56467,0.53766,0.51534,0.55889
0.51981,0.47212,0.59129,0.51508,0.61495,0.52985,0.67508,0.65383,0.50334,0.46497,0.50698,0.47839,0.48955,0.46692,0.50858,0.51247,0.59759,0.49422,0.62685,0.51519,0.5941,0.72921,0.77021,0.83024,0.52799,0.50072,0.54556,0.53221,0.51783,0.51458,0.49982,0.53998,0.55296,0.48885,0.54139,0.47946,0.63492,0.66405,0.74689,0.75101,0.54651,0.50095,0.51021,0.50832,0.52086,0.50798,0.50869,0.52598
0.63914,0.53247,0.52744,0.49168,0.70876,0.79349,0.90384,0.92751,0.53309,0.48964,0.52027,0.53064,0.55536,0.48374,0.5266,0.5023,0.57148,0.43813,0.47083,0.54696,0.70927,0.87371,0.912,0.94328,0.53765,0.51514,0.54441,0.62008,0.56616,0.51171,0.58844,0.63369,0.57577,0.53162,0.48747,0.48482,0.76615,0.85649,0.91968,0.94725,0.56398,0.52912,0.54786,0.55619,0.60317,0.54059,0.57578,0.55812
0.52289,0.53013,0.48157,0.45495,0.77364,0.88727,0.92008,0.97093,0.5148,0.53628,0.51702,0.50933,0.53215,0.60438,0.5623,0.55556,0.56616,0.529,0.54409,0.5664,0.72652,0.87265,0.85937,0.94134,0.51441,0.5345,0.58957,0.55826,0.53272,0.56831,0.64735,0.55645,0.61598,0.52176,0.53503,0.42094,0.77087,0.90417,0.89362,0.9445,0.54304,0.56791,0.52282,0.57657,0.56102,0.62207,0.57973,0.62536
0.51817,0.4745,0.40872,0.54499,0.72055,0.82131,0.83032,0.83008,0.61789,0.51691,0.48891,0.47259,0.58857,0.50872,0.45422,0.44485,0.55534,0.54955,0.55889,0.53874,0.6673,0.78765,0.7715,0.79329,0.52267,0.54764,0.50796,0.4996,0.49854,0.53212,0.5144,0.5344,0.5459,0.56715,0.56382,0.56541,0.73929,0.82666,0.80636,0.85084,0.56225,0.55918,0.50022,0.49447,0.53708,0.53773,0.49659,0.48641
0.57072,0.51806,0.4808,0.56363,0.63631,0.83435,0.73233,0.79186,0.50723,0.51783,0.48591,0.5205,0.48064,0.53478,0.46445,0.54545,0.5087,0.41991,0.43988,0.4454,0.66667,0.75964,0.63036,0.68859,0.52666,0.48682,0.4094,0.49343,0.51183,0.49304,0.43005,0.47005,0.60583,0.50723,0.46013,0.49025,0.68315,0.82169,0.70733,0.77144,0.52547,0.50962,0.46189,0.5132,0.49088,0.51876,0.46328,0.54218
0.49739,0.5812,0.42242,0.50416,0.64296,0.64673,0.6025,0.69519,0.61614,0.53662,0.5065,0.51026,0.64994,0.56602,0.50568,0.56118,0.51186,0.46425,0.52293,0.54198,0.62311,0.69655,0.65838,0.69132,0.61866,0.52516,0.51866,0.5831,0.65527,0.54046,0.58941,0.59092,0.5749,0.51645,0.48009,0.54282,0.66025,0.70196,0.67278,0.71953,0.62053,0.54897,0.52246,0.54276,0.65353,0.5503,0.54341,0.6049
0.60318,0.53063,0.55531,0.57143,0.80069,0.81619,0.84786,0.95106,0.60758,0.49855,0.48693,0.47559,0.5945,0.47629,0.48614,0.46331,0.59814,0.60065,0.5153,0.61354,0.79055,0.83462,0.85363,0.93241,0.59374,0.5514,0.48942,0.51284,0.53035,0.528,0.49958,0.53819,0.60207,0.52028,0.61217,0.604,0.83461,0.85419,0.85982,0.94023,0.61641,0.507,0.44196,0.49471,0.56101,0.49828,0.44618,0.45328
0.55175,0.4973,0.6378,0.51956,0.80113,0.76183,0.78485,0.78169,0.56962,0.49662,0.52774,0.52003,0.57012,0.49798,0.49074,0.48292,0.56508,0.51921,0.54815,0.53045,0.69664,0.74177,0.77867,0.75751,0.53222,0.51036,0.49471,0.58057,0.54598,0.47734,0.44511,0.56425,0.55248,0.53472,0.54679,0.52342,0.77696,0.81749,0.80211,0.80459,0.55335,0.49739,0.49726,0.52273,0.55863,0.46816,0.46391,0.51883
0.55399,0.48165,0.46294,0.55525,0.584,0.64683,0.69745,0.73105,0.545,0.52196,0.51165,0.50445,0.53042,0.50051,0.53097,0.48834,0.52589,0.48117,0.56457,0.60752,0.5406,0.74987,0.76676,0.75319,0.51853,0.54469,0.55113,0.58806,0.51266,0.5505,0.53107,0.59213,0.56661,0.54313,0.57024,0.58097,0.63138,0.74807,0.74534,0.73384,0.53433,0.54805,0.52858,0.51753,0.52866,0.53384,0.52643,0.50022
0.53973,0.58458,0.5804,0.4973,0.64566,0.80489,0.83477,0.89121,0.55689,0.58397,0.50666,0.4647,0.53484,0.56777,0.56716,0.45952,0.65992,0.60003,0.48139,0.49692,0.73443,0.83791,0.82274,0.83855,0.63066,0.5298,0.48364,0.52384,0.61233,0.4998,0.4786,0.52801,0.67239,0.58175,0.49455,0.53975,0.73599,0.85185,0.85626,0.85855,0.59426,0.56153,0.51567,0.50535,0.56929,0.5375,0.54873,0.51484
0.50146,0.49512,0.54877,0.52724,0.61461,0.71572,0.82632,0.72527,0.57911,0.50712,0.52108,0.5252,0.56251,0.53674,0.52624,0.52754,0.44968,0.52247,0.5528,0.50855,0.54957,0.62985,0.70507,0.73883,0.51056,0.49891,0.51814,0.44073,0.45824,0.5095,0.51286,0.41898,0.52746,0.56573,0.54094,0.52083,0.581,0.72052,0.7246,0.77298,0.54414,0.50437,0.51403,0.4815,0.50971,0.5033,0.53075,0.4712
0.57518,0.48551,0.60207,0.46109,0.63948,0.89523,0.88665,0.89829,0.53511,0.46693,0.59229,0.54481,0.47373,0.4763,0.57728,0.54556,0.64137,0.44678,0.3702,0.39669,0.74473,0.90133,0.84401,0.81657,0.56117,0.49378,0.48828,0.48141,0.54481,0.4843,0.46016,0.48434,0.70044,0.44568,0.44286,0.44725,0.75262,0.91554,0.86694,0.87273,0.56826,0.49797,0.521,0.52666,0.53495,0.51304,0.5051,0.50779
